algorithm,trial,function,population,crossover_probability,mutation_probability,best_solution,value,recombination,c1,c2,w,time
genetic,,schwefel,10,0.6,0.02,"[466.3668044652229, -59.2674008246473, -492.56533821079233, 410.9249116846262, 439.2689973637637, 82.26557021436818, 171.52060676357746, -416.06101925881023, 266.2592894493707, -263.3304198849929]",3508.342656263045,,,,,0.0230560302734375
genetic,,rastrigin,10,0.6,0.02,"[-0.9458140201127162, -2.9986904170031585, 3.2218769313542435, 0.9279157094693546, -2.0305354575843593, 4.088348508575162, -1.7132211088033875, 2.708559040158426, -3.751398326091896, -1.92176568841383, -4.198829243303466, -1.0554105667560791, 0.8450696388036391, 1.917151686805176, 0.024899345276016595, 1.298763588050738, -0.13237327057162962, -1.1358244715836978, -0.7484714856806365, 2.0599148541554726]",192.17094256986906,,,,,0.03015589714050293
genetic,,griewangk,10,0.6,0.02,"[70.06052486756798, -113.9966517960562, 134.6316892634672, -35.83034140530409, -101.78137184757034, 83.98677220554296, 285.5499742081979, -34.14389305038277, 286.3084809800994, -116.09621202876133]",59.22016927782898,,,,,0.027001380920410156
genetic,,sphere,10,0.6,0.04,"[0.00988251666344282, 0.009986175349929894]",0.00019738783372277245,,,,,0.014761924743652344
genetic,,rosenbrock,10,0.6,0.04,"[-1.0155894814948654, 1.0121167176280275]",4.099870331056356,,,,,0.014312505722045898
genetic,,step,10,0.6,0.04,"[-2.1889193977904835, -4.397441350555146, -3.348496621984042, -5.023535243558133, -3.0535316821262715]",-17.0,,,,,0.16710186004638672
genetic,,quartic,10,0.6,0.04,"[-0.6139294379553097, 0.2515057067419374, 1.0300905926443102, 0.6358197696638195, -0.9292173766384039, -0.31253741146154546, 0.36343645635669675, 0.2110779565087581, -0.24502390521679906, -1.0201972693193415, -0.3865503650305717, -0.6224945563414022, 0.14088984596122509, -0.02278385039806234, 0.3240598460563232, 0.3119523277755697, -0.20561384970676344, 0.48806409520808725, 0.09318879378895166, 0.12580256106488197, -0.1478819393471733, -0.334966902853282, -0.42225988415136095, 0.2403072834922925, -0.1751588857202886, 0.6954995214084854, 0.19524566392140805, -0.31873772731212113, -0.4019796627499597, 0.17684719943016208]",18.71764693895958,,,,,0.03740978240966797
genetic,,foxholes,10,0.6,0.04,"[34.55397697648111, -34.48140204619024]",253.92527659737112,,,,,0.022990942001342773
genetic,,schwefel,10,0.6,0.04,"[466.04838134622713, -59.12168226323659, -492.5788023622566, 410.9759624491243, 439.2336574364714, 82.01221782405577, 171.92518908839688, -416.1338255453272, 266.2185462345274, -263.19022463688236]",3502.013534251794,,,,,0.02297377586364746
genetic,,rastrigin,10,0.6,0.04,"[-0.94269546006994, -3.039721635473742, 2.9829397020971626, 0.8846038731228731, -2.0425653465632996, 3.8296419973789595, -1.8428592220512767, 2.7857129807870606, -3.606752249195909, -1.8812481696325398, -4.024867674685536, -1.0621466643421176, 0.9096679227204791, 1.9079571750413855, -0.013901660686415521, 1.1692953363031127, -0.05516817664110568, -1.0362792128214466, -0.695092913886451, 1.9797687807555109]",160.39814944087578,,,,,0.029012441635131836
genetic,,griewangk,10,0.6,0.04,"[69.78762589270997, -113.73989170322746, 134.6191630569625, -35.74989839259161, -101.67683037737214, 83.64596489384849, 285.23083095674156, -34.16574308862079, 286.27742028931425, -115.96681946848383]",59.11664776373593,,,,,0.022948503494262695
genetic,,sphere,10,0.6,0.1,"[-0.0011454097353636632, 0.0018448201748473266]",4.715324939389578e-06,,,,,0.01544189453125
genetic,,rosenbrock,10,0.6,0.1,"[-1.0039637632425435, 1.014941266603036]",4.020768004956288,,,,,0.01439523696899414
genetic,,step,10,0.6,0.1,"[-2.208056896314172, -4.047458611967961, -3.4982267712593482, -5.057202066254166, -3.355391073476246]",-17.0,,,,,0.14244532585144043
genetic,,quartic,10,0.6,0.1,"[-0.6721841788493079, 0.40433866906416127, 1.0185706476662366, 0.33176958180411065, -0.9967333526404457, -0.21187788573656446, 0.2514689300603835, 0.3959662504109088, -0.23251752152280863, -0.9969277701723451, -0.40715717711901434, -0.4241850113107296, 0.10031000358079496, 0.19744603441099112, -0.061962629781812266, 0.3034872798300686, -0.034912664550841854, 0.6513111315169077, 0.1965552258333852, 0.12029653431201034, -0.13930210243058155, -0.3140512858459264, -0.39213924931366173, 0.24085038658687694, -0.48197451242735, 0.7524140677170312, -0.035325923217136804, -0.39312202952142483, 0.004185547234901887, 0.1916839079496609]",20.119971082414384,,,,,0.03907442092895508
genetic,,foxholes,10,0.6,0.1,"[34.38386717386444, -33.86515020170833]",157.82481709768888,,,,,0.02280282974243164
genetic,,schwefel,10,0.6,0.1,"[465.7779349896963, -59.43879633975109, -492.78235661762704, 411.18924431317924, 438.92402944659665, 82.17440930965418, 172.38181158145068, -415.9912890571036, 265.6976145261728, -263.56912386966707]",3486.79046327442,,,,,0.021938562393188477
genetic,,rastrigin,10,0.6,0.1,"[0.06361119488915087, -3.8488921996114986, 3.927298947140838, 1.9853194368788332, -1.9698088419526671, 3.986148382319151, -1.9640262876523158, 2.8959666789420564, -4.0329408165284075, -1.870921320629595, -4.123307397790718, -0.9995906216410033, 1.098506115806383, 3.8985250316323623, 0.009393663560166583, -1.0206062434670125, -1.5094947119924371, 1.9792755977409227, -1.7999866574962309, 2.0236694022119597]",180.6969843170852,,,,,0.028522491455078125
genetic,,griewangk,10,0.6,0.1,"[85.50130751045617, -77.59104879493161, 133.21382283682402, -14.530718572592253, -81.2760124534582, 72.89134062320312, 300.5434211784657, -49.68982211723707, 273.03629781115734, -95.30205448002542]",55.90838978014262,,,,,0.022687673568725586
genetic,,sphere,10,0.7,0.01,"[0.2684138748216707, 0.009986175349929901]",0.07214573189490303,,,,,0.015815019607543945
genetic,,rosenbrock,10,0.7,0.01,"[-0.5006821219260347, 0.24895328175163736]",2.252345880807457,,,,,0.021931886672973633
genetic,,step,10,0.7,0.01,"[-2.0386811327529877, -4.291582443120719, -3.6161439958784314, -5.038987097934038, -3.263375862974836]",-17.0,,,,,0.20126104354858398
genetic,,quartic,10,0.7,0.01,"[-0.45606139328847933, 0.4801737919091318, 0.9293731702424884, 0.9539790651631732, -1.039903243844612, -0.1225511867898305, 0.0980828962581206, 0.42101242144836737, -0.6205982518433029, -0.8797845515876525, -0.3905360526906927, -0.7826586088953007, 0.22458663640836876, 0.2702513657491218, 0.9436975251338178, 0.6861565206092339, 0.2488194466354911, 0.5901843724162963, -0.3069897326252012, 0.015099510169653472, -0.21162435336040034, -0.339283565123608, -0.2671824382780893, 0.4921030939529476, -0.14236344736448553, -0.06413519542539925, 0.22135023311409352, -0.6543065179416966, -0.7023072412240572, 0.31843826923979585]",47.292666976915044,,,,,0.03946709632873535
genetic,,foxholes,10,0.7,0.01,"[34.928188822886284, -34.49686912360538]",318.5293261928661,,,,,0.023683786392211914
genetic,,schwefel,10,0.7,0.01,"[466.4535356921383, -59.267400824647325, -492.50852994141405, 410.97596244912444, 439.2689973637637, 82.2275730589491, 171.68508642817775, -416.0617731629161, 266.4100334342372, -263.2633683152909]",3510.116422605481,,,,,0.025458335876464844
genetic,,rastrigin,10,0.7,0.01,"[-1.0141068573248382, -2.9594685934437575, 2.1333281729405282, 0.9800297834541185, -4.604901401223297, 3.835604119145149, -0.29062073871729444, -0.9875509993567111, -3.5405305814839743, -1.6649208931881778, -2.942438165144931, -1.0787712550452189, 0.021856485583244975, 2.2663597413075234, -0.20552706396219408, 4.02472246827214, -0.24231777860008769, -1.1571876495136943, 0.5437604073488784, 0.9398645766292844]",229.8871150083166,,,,,0.033582448959350586
genetic,,griewangk,10,0.7,0.01,"[-63.59291852479172, 191.7872099080476, 40.77442900131541, -84.43260201906946, -72.1770061446835, 137.9191131864307, 226.175753514108, -185.61877853571292, 50.66285458404171, 115.86686545327751]",44.862446895757735,,,,,0.04237818717956543
genetic,,sphere,10,0.7,0.02,"[0.03081699314577157, 0.0099861753499299]",0.0010494107646660793,,,,,0.015887975692749023
genetic,,rosenbrock,10,0.7,0.02,"[-0.5006821219260345, 0.24895328175163747]",2.252345880807456,,,,,0.0194854736328125
genetic,,step,10,0.7,0.02,"[-2.045404490681848, -4.290458155221591, -3.574823774133595, -5.03829164181093, -3.2067550885746465]",-17.0,,,,,0.1882157325744629
genetic,,quartic,10,0.7,0.02,"[-0.45606139328847917, 0.48017379190913156, 0.929373170242488, 0.9539790651631739, -1.0399032438446123, -0.12255118678983039, 0.09808289625812058, 0.4210124214483672, -0.6205982518433029, -0.8797845515876525, -0.3905360526906926, -0.7826586088953014, 0.22458663640836868, 0.270251365749122, 0.9436975251338184, 0.6861565206092339, 0.24881944663549124, 0.5901843724162963, -0.3069897326252009, 0.015099510169653467, -0.2116243533604002, -0.33928356512360797, -0.2671824382780893, 0.49210309395294793, -0.14236344736448542, -0.06413519542539925, 0.22135023311409344, -0.6543065179416968, -0.7023072412240567, 0.3184382692397957]",45.76307260192026,,,,,0.040110111236572266
genetic,,foxholes,10,0.7,0.02,"[34.36341799075426, -34.48484218775884]",226.6742026252551,,,,,0.024053573608398438
genetic,,schwefel,10,0.7,0.02,"[466.28310244361296, -59.24942783971178, -492.5523522792871, 410.9779037574134, 439.25649173475995, 82.22757305894909, 171.56348148798514, -416.05589109865963, 266.4809327917959, -263.1902246368825]",3509.7148077121137,,,,,0.02639007568359375
genetic,,rastrigin,10,0.7,0.02,"[-1.0141068573248377, -2.9594685934437592, 2.133328172940527, 1.0126160244714728, -4.660533238892876, 3.8356041191451524, -0.2906207387172943, -0.9875509993567108, -3.5405305814839725, -1.6649208931881787, -2.9424381651449334, -1.0787712550452189, 0.021856485583244992, 2.2663597413075234, -0.20552706396219395, 4.024722468272138, -0.24231777860008763, -1.1571876495136957, 0.5004097302523469, 0.9398645766292845]",228.17521378101122,,,,,0.031209468841552734
genetic,,griewangk,10,0.7,0.02,"[-61.646873519568466, 191.45994540024657, 12.004844844621282, -74.77181009719635, -84.55615560859525, 86.75815269329397, 325.32834803013657, -182.2856111216154, 9.674421080648198, -19.089093188493884]",51.10532765546889,,,,,0.025009870529174805
genetic,,sphere,10,0.7,0.04,"[0.2039045001966413, 0.009986175349929908]",0.04167676889856164,,,,,0.016109466552734375
genetic,,rosenbrock,10,0.7,0.04,"[-1.049840344329428, 1.0892576346125211]",4.218504796342006,,,,,0.014486074447631836
genetic,,step,10,0.7,0.04,"[-2.168161739974591, -4.089630933407852, -3.0788809990414365, -5.044164706330297, -2.8880016357547795]",-16.0,,,,,0.15560603141784668
genetic,,quartic,10,0.7,0.04,"[-0.741666228095827, 0.4752488350430943, 1.0619778800331683, 0.17672347549760087, -0.9411606427220985, -0.3109716653391156, 0.24041615873435324, 0.420807296554959, -0.23539917508431552, -0.9738918273984636, -0.4372852161975249, -0.7063059643963494, 0.06016905785309339, 0.21862287231143301, 0.166079972630635, 0.36262292524157597, -0.08101166728169348, 0.4931796906159333, -0.11430924647229013, 0.04932066438367891, -0.14865257930467443, -0.3294253887626417, -0.3416703695956747, 0.23643916013786387, -0.1787835459656318, 0.6256007230278426, -0.01802972029380632, -0.4557907293562733, 0.053696476403144774, 0.22300479994111538]",20.144481800578987,,,,,0.04030013084411621
genetic,,foxholes,10,0.7,0.04,"[34.863679448261195, -34.225092485326485]",287.74615167345036,,,,,0.024013042449951172
genetic,,schwefel,10,0.7,0.04,"[466.2028696612162, -59.04381928441098, -492.6261683951677, 410.899033194421, 439.3862009543795, 82.14268086106534, 172.07696627871775, -416.0610828355533, 266.2680223107805, -263.55801487129634]",3500.795062193222,,,,,0.022385120391845703
genetic,,rastrigin,10,0.7,0.04,"[-0.9615780023163849, -2.9576168217935144, 1.9724230800700409, 1.0126160244714724, -4.804586606797345, 3.889865033517006, -0.09654718117144846, -0.991585167636318, -3.412665111600465, -1.904836133242521, -2.9352292261768382, -1.078771255045218, -0.01980588200961095, 2.016631365079739, -0.05039720463181804, 4.01371240453552, -0.027179178487630656, -1.058007857186764, 0.8566208416405078, 1.0150458146957626]",141.0601405531117,,,,,0.03270578384399414
genetic,,griewangk,10,0.7,0.04,"[-104.28247274925995, 188.44947544633158, -73.57585913792968, -70.24667133412828, -81.01941226679305, 109.98246261751973, 358.2920350191547, -115.69102318997275, 54.40304536630941, -40.12012537403974]",56.430263453213236,,,,,0.02424478530883789
genetic,,sphere,10,0.7,0.1,"[-0.0025315420685311377, 0.00022548684124536715]",6.4595495603177245e-06,,,,,0.016295671463012695
genetic,,rosenbrock,10,0.7,0.1,"[-0.9979049162149783, 0.9989161466044331]",3.992586247981478,,,,,0.014843225479125977
genetic,,step,10,0.7,0.1,"[-2.069507442696285, -4.05889042357186, -3.209560184961809, -5.075293678205277, -3.0831572108040097]",-17.0,,,,,0.09560489654541016
genetic,,quartic,10,0.7,0.1,"[-0.7018802430982269, 0.32687674115161514, 0.9718202760929698, 0.5061688280635218, -1.0384196202727203, -0.31183558634333464, 0.3955798718829911, 0.3823652962197591, -0.10533252579954958, -0.854311225196885, -0.3541047234508675, -0.5255928209029028, 0.23969384707705002, 0.4025629426836546, -0.14221490747187748, 0.3229721009937697, -0.11190070616161532, 0.6174491011656212, 0.11193118715606218, -0.38124954582540244, -0.13899210052277422, -0.34225624670330246, -0.2686931750797916, 0.21941626951268267, -0.4261086606765085, 0.6572027076516243, 0.08377637856918502, -0.3283222874238761, -0.2216793366715586, -0.046880067862253835]",14.961615916101522,,,,,0.040772438049316406
genetic,,foxholes,10,0.7,0.1,"[34.305277881375915, -33.84224653418787]",139.8601985054808,,,,,0.024769306182861328
genetic,,schwefel,10,0.7,0.1,"[465.6554838238285, -59.28653764476798, -493.07792781475956, 411.0134387714927, 439.0651644462141, 81.97114930249163, 172.16036769206528, -415.45220578292685, 266.1965507932709, -263.83530728616984]",3484.672626103211,,,,,0.022807836532592773
genetic,,rastrigin,10,0.7,0.1,"[-1.0141068573248377, -3.0237060513438934, 1.9077828392308391, 1.0388976395595795, -4.119785137935191, 3.9483704076050214, -0.14501936472416677, -0.9559796430274464, -3.4406375088992043, -1.8354918458340346, -3.0017151529365362, -1.0091465247836662, -0.0034396215189530415, 2.0532419789100933, -0.002445159074900838, 4.024722468272142, -0.21027634399801293, -1.1598202645566134, 0.29106837788458634, 0.9259187121598333]",156.59130629227164,,,,,0.03523874282836914
genetic,,griewangk,10,0.7,0.1,"[-104.18603790490403, 187.74211164526787, -73.57737000806938, -70.05559757335115, -81.6085001754826, 110.92546998412313, 357.6779196753901, -115.47294340763403, 61.23464541955563, -48.409744563394476]",56.687111815896486,,,,,0.0240476131439209
genetic,,sphere,10,0.8,0.01,"[0.08683649710272362, 0.03631657941450438]",0.00885947116944133,,,,,0.01612091064453125
genetic,,rosenbrock,10,0.8,0.01,"[0.4149864786830212, 0.23201172125289482]",0.6998202279539104,,,,,0.015698671340942383
genetic,,step,10,0.8,0.01,"[-4.8072443802363845, -4.907086236489176, -0.07294687219180368, -5.068585082157627, -3.7156340163176518]",-16.0,,,,,0.12215614318847656
genetic,,quartic,10,0.8,0.01,"[-0.45606139328847944, 0.4801737919091316, 0.9293731702424884, 0.9539790651631738, -1.0399032438446116, -0.12255118678983036, -0.005692212720257495, 0.4210124214483676, -0.6205982518433033, -0.8797845515876523, -0.37438365912822025, -0.7826586088953009, 0.224586636408369, 0.27025136574912195, 0.9436975251338184, 0.5786413583488716, 0.3539746164004347, 0.5901843724162967, -0.30698973262520085, 0.015099510169653463, -0.21162435336040042, -0.33928356512360813, -0.2671824382780891, 0.49210309395294793, -0.14236344736448542, 0.09629262092373367, 0.2213502331140935, -0.6543065179416964, -0.702307241224057, 0.31843826923979596]",47.01193224916117,,,,,0.04271078109741211
genetic,,foxholes,10,0.8,0.01,"[34.75516931867331, -34.48720834644919]",287.97796279087993,,,,,0.02526402473449707
genetic,,schwefel,10,0.8,0.01,"[466.4559119019428, -59.171145937695655, -492.50852994141394, 410.9759624491244, 439.2689973637637, 82.22757305894905, 171.62704087057813, -416.0799177859377, 266.45844227510247, -263.3218814789766]",3510.2739373802924,,,,,0.024296045303344727
genetic,,rastrigin,10,0.8,0.01,"[-0.9839813675506766, -2.9594685934437575, 2.1333281729405282, 1.0126160244714726, -4.588670535667496, 3.8356041191451506, -0.29062073871729455, -0.9863649660428677, -3.6575243853480828, -1.734763796249428, -2.982020722110816, -1.078771255045219, 0.021856485583244982, 2.2663597413075243, 0.0157448994211673, 4.012328428253246, -0.24231777860008769, -1.153817301970746, 0.5004097302523477, 0.9472382679818458]",215.27144979139803,,,,,0.03309130668640137
genetic,,griewangk,10,0.8,0.01,"[-68.76893103223013, 156.88031097731184, 1.9447582448569984, -70.08450089144046, -78.96104148096128, 97.84149727231431, 354.9908001487639, -119.91728823754437, 148.15263115896903, -6.450733962448972]",54.11359617877667,,,,,0.0312807559967041
genetic,,sphere,10,0.8,0.02,"[0.08683649710272362, 0.03631657941450435]",0.008859471169441328,,,,,0.016054868698120117
genetic,,rosenbrock,10,0.8,0.02,"[0.4149864786830212, 0.2320117212528948]",0.6998202279539101,,,,,0.01594686508178711
genetic,,step,10,0.8,0.02,"[-4.825730231190868, -4.877388740767805, -0.0729295881890593, -5.156771488303036, -3.812841053909268]",-16.0,,,,,0.1725304126739502
genetic,,quartic,10,0.8,0.02,"[-0.40701412481550614, 0.48017379190913223, 0.9293731702424883, 0.9539790651631739, -1.0399032438446119, -0.12255118678983032, 0.09808289625812051, 0.4210124214483672, -0.6205982518433032, -0.8797845515876522, -0.39053605269069236, -0.7826586088953007, 0.22890660155599235, 0.2746192243838261, 0.9434327415834787, 0.6861565206092342, 0.24881944663549135, 0.5901843724162967, -0.30654381020926746, 0.015099510169653465, -0.2116243533604004, -0.35415480061249593, -0.2906240091645474, 0.49210309395294793, -0.14236344736448547, -0.06413519542539925, 0.22135023311409344, -0.6625919744432027, -0.7023072412240574, 0.3184382692397957]",47.49082491631769,,,,,0.04181408882141113
genetic,,foxholes,10,0.8,0.02,"[34.75507466039667, -34.38689840423201]",278.21623477994626,,,,,0.025406360626220703
genetic,,schwefel,10,0.8,0.02,"[466.1348165500064, -59.044777054517326, -492.50852994141314, 411.01667148345706, 439.26899736376356, 82.14767551857398, 171.89573649233867, -415.6552289761014, 266.45748060512585, -263.26858925428485]",3504.7872747076226,,,,,0.024993896484375
genetic,,rastrigin,10,0.8,0.02,"[-0.9876307096411518, -2.9781765542958993, 2.011980405593672, 1.0126160244714724, -4.546951731900936, 3.9076417774519534, 0.004738117315763603, -0.925783548318446, -3.7351506649349964, -1.6649208931881758, -2.9359555038844523, -1.0498494392977489, 0.043729365205181094, 2.1355387346834176, -0.22413192017831654, 4.006367926252889, -0.24231777860008763, -1.1138364437574682, 0.7858427990618604, 0.9562442287958632]",183.72072636824979,,,,,0.03462958335876465
genetic,,griewangk,10,0.8,0.02,"[-93.00421357507176, 164.69985071767172, 33.14331530601945, -70.17853159781167, -103.17407192837504, 107.25672451862772, 352.8119508184578, -118.2898425638144, 95.71304490798298, -23.53919466783688]",54.02841502069437,,,,,0.02740311622619629
genetic,,sphere,10,0.8,0.04,"[0.008965475151644446, 0.10036253187278797]",0.010153017548611136,,,,,0.016390085220336914
genetic,,rosenbrock,10,0.8,0.04,"[0.478518165952624, 0.2320117212528949]",0.2728626578569755,,,,,0.015596628189086914
genetic,,step,10,0.8,0.04,"[-4.931078448548418, -5.07288807140095, -0.14864310651810209, -5.068585082157628, -3.7085799334964102]",-17.0,,,,,0.1323714256286621
genetic,,quartic,10,0.8,0.04,"[-0.7987241747615705, 0.4762051487455785, 0.8968245452577015, 0.11479560744040415, -0.9411606427220979, -0.3847546883833499, 0.2404359045350565, 0.42081493314701246, -0.3083606109015868, -1.0395972120351946, -0.37164619523954057, -0.6973566036006558, -0.04539340390390473, 0.2144888179980623, 0.28345397157589125, 0.39318204723320815, -0.1711395528522451, 0.28760322962792473, 0.00728941552295261, -0.008895962951265981, -0.19662886092578027, -0.3315319152590648, -0.3434223048625733, 0.10893577740375843, -0.16820611583131861, 0.6347924147771055, 0.04305542870993559, -0.457274708624866, 0.03601904789556506, 0.1240055506340699]",18.267971345152134,,,,,0.04212164878845215
genetic,,foxholes,10,0.8,0.04,"[34.66659820065202, -34.40011208175576]",263.18471101610334,,,,,0.024967432022094727
genetic,,schwefel,10,0.8,0.04,"[466.35419690117783, -59.07000011124606, -492.84136772815936, 411.09454958379087, 439.11210048752343, 81.20483249144908, 171.72706765788706, -415.9777137960812, 266.4077687643421, -263.5497369841917]",3497.7295932261422,,,,,0.023843050003051758
genetic,,rastrigin,10,0.8,0.04,"[-0.9564686167985044, -2.9178619750795685, 2.0886786780164757, 1.0598287472089924, -4.843931568541843, 3.9364643157188692, -0.07406678416507875, -1.0077984197778938, -3.7755119792985314, -1.8230673236827537, -2.9424381651449303, -0.9538988523534128, 0.03309691949829756, 2.0423543516246387, -0.13919356561340687, 4.077122661901299, -0.24806021156478106, -1.1571876495136961, 0.6359984868199425, 0.9565275055717751]",167.4070359279022,,,,,0.032806396484375
genetic,,griewangk,10,0.8,0.04,"[-103.8435227099747, 191.9823696842929, -74.05266570633935, -72.59393901312941, -81.38131569204562, 120.58000495532565, 351.1949748517708, -99.19942926806196, 83.28609813744187, -53.035008949704846]",56.62265622823538,,,,,0.02497267723083496
genetic,,sphere,10,0.8,0.1,"[-0.012294892806383996, 0.003224609542713406]",0.00016156249582343127,,,,,0.016202688217163086
genetic,,rosenbrock,10,0.8,0.1,"[0.45349061113147404, 0.2015054886370688]",0.30039330639947304,,,,,0.016960620880126953
genetic,,step,10,0.8,0.1,"[-5.12398895681628, -5.09628823126599, -0.33363298035902084, -5.043260505983053, -4.105467732032947]",-19.0,,,,,0.149688720703125
genetic,,quartic,10,0.8,0.1,"[-0.43799278987337875, 0.33332268162156997, 0.9892565746869113, 0.3669191328874179, -0.7562139374718464, -0.03608569257326193, 0.168538720299455, 0.3134982988470665, -0.25340815283421647, -0.9402114625126492, -0.3342288947503459, -0.5182182456834552, 0.1813510779016339, 0.3137283424955304, 0.14520939245331538, 0.29007075667992605, -0.02739774418712105, 0.5142491274649184, 0.22434403403082687, -0.36724032207294877, -0.26353864596753085, -0.32795813575999555, -0.3484438033569657, 0.3880312553601376, -0.38191380459833624, 0.6861834447662866, 0.03336544794378732, -0.21370806394973985, -0.3372100172048876, 0.0765290762278873]",11.465135292375079,,,,,0.04287862777709961
genetic,,foxholes,10,0.8,0.1,"[33.98411447394835, -34.12796832956632]",120.55668174465443,,,,,0.025628089904785156
genetic,,schwefel,10,0.8,0.1,"[465.3823595185415, -58.75378594384464, -492.65758052176807, 411.1548253726744, 438.99141868994377, 81.82227473068272, 171.9308643499188, -416.100117328472, 266.260182931856, -263.77252564223596]",3487.79601635196,,,,,0.023441314697265625
genetic,,rastrigin,10,0.8,0.1,"[-0.9618902576454835, -3.0284111686823993, 2.0600127591291555, 1.0242815844810085, -4.961613577625943, 3.9330311014164216, -0.1133629281665522, -0.9818996029148706, -3.2190044898107413, -1.8331219573373585, -2.9631462477555184, -1.0001774370129388, 0.02680486450728389, 1.913264949638103, -0.0006310742523411238, 4.031227347346096, -0.09713460045593682, -1.0523367047857553, 0.29875283623688687, 1.0217937465603388]",137.6138554750546,,,,,0.03200078010559082
genetic,,griewangk,10,0.8,0.1,"[-103.17890879480957, 192.27001651546425, -73.77272275825557, -72.4508844358672, -81.63795606960836, 121.45692050142256, 350.7332725610901, -99.16211751823707, 82.35670999674636, -52.81207254518017]",56.535872513626956,,,,,0.024440526962280273
genetic,,sphere,10,0.9,0.01,"[0.014969141653094131, 0.22014441911030153]",0.048687640467242485,,,,,0.015447854995727539
genetic,,rosenbrock,10,0.9,0.01,"[-1.0338114887925447, 1.0423645180613426]",4.206094023079593,,,,,0.014688968658447266
genetic,,step,10,0.9,0.01,"[-2.0715201060852184, -5.022870544347872, -4.097311075437513, -5.020124726309749, -2.6719511928006954]",-18.0,,,,,0.270341157913208
